kategorie;kategoriename;Anzahl HA;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
A91;Hämorrhagisches Dengue-Fieber;3;2,3333;1,5275;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,3333;0,00;0,00;0,00;0,3333;0,3333;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
A92;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten;23;4,3478;3,5753;0;0;0;0;0;1;4;3;1;5;3;4;1;0;1;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,0435;0,1739;0,1304;0,0435;0,2174;0,1304;0,1739;0,0435;0,00;0,0435;0,00;0,00;0,00;0,00;0,00
A93;Sonstige durch Arthropoden übertragene Viruskrankheiten, anderenorts nicht klassifiziert;3;6,3333;3,5119;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0,3333;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,3333;0,00;0,00;0,00;0,00;0,00;0,3333;0,00;0,00;0,00;0,00
A94;Durch Arthropoden übertragene Viruskrankheit, nicht näher bezeichnet;2;2,50;0,7071;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
A95;Gelbfieber;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
A96;Hämorrhagisches Fieber durch Arenaviren;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
A98;Sonstige hämorrhagische Viruskrankheiten, anderenorts nicht klassifiziert;407;6,7101;4,0671;0;1;3;5;17;26;38;41;49;33;71;43;35;15;9;12;6;2;1;0;0,00;0,0025;0,0074;0,0123;0,0418;0,0639;0,0934;0,1007;0,1204;0,0811;0,1744;0,1057;0,086;0,0369;0,0221;0,0295;0,0147;0,0049;0,0025;0,00
A99;Nicht näher bezeichnete hämorrhagische Viruskrankheit;4;5,75;2,9861;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,25;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B00;Infektionen durch Herpesviren [Herpes simplex];6038;7,5116;8,5702;348;1465;295;207;270;243;240;222;174;185;221;288;227;251;228;354;364;251;155;50;0,0576;0,2426;0,0489;0,0343;0,0447;0,0402;0,0397;0,0368;0,0288;0,0306;0,0366;0,0477;0,0376;0,0416;0,0378;0,0586;0,0603;0,0416;0,0257;0,0083
B01;Varizellen [Windpocken];1041;8,1134;7,1572;71;85;50;32;57;105;94;82;68;58;67;37;42;38;28;45;41;28;11;2;0,0682;0,0817;0,048;0,0307;0,0548;0,1009;0,0903;0,0788;0,0653;0,0557;0,0644;0,0355;0,0403;0,0365;0,0269;0,0432;0,0394;0,0269;0,0106;0,0019
B02;Zoster [Herpes zoster];22938;8,1164;5,7299;4;28;90;187;235;336;427;488;525;602;849;1163;1475;1768;1908;3395;3819;2748;1985;906;0,0002;0,0012;0,0039;0,0082;0,0102;0,0146;0,0186;0,0213;0,0229;0,0262;0,037;0,0507;0,0643;0,0771;0,0832;0,148;0,1665;0,1198;0,0865;0,0395
B03;Pocken;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B04;Affenpocken;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B05;Masern;212;5,2406;4,6543;12;40;23;10;27;32;20;18;14;6;2;2;1;3;1;0;1;0;0;0;0,0566;0,1887;0,1085;0,0472;0,1274;0,1509;0,0943;0,0849;0,066;0,0283;0,0094;0,0094;0,0047;0,0142;0,0047;0,00;0,0047;0,00;0,00;0,00
B06;Röteln [Rubeola] [Rubella];10;5,40;3,7476;1;2;0;0;0;1;0;0;2;3;0;1;0;0;0;0;0;0;0;0;0,10;0,20;0,00;0,00;0,00;0,10;0,00;0,00;0,20;0,30;0,00;0,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B07;Viruswarzen;1040;2,1913;2,9942;0;35;121;162;156;68;44;28;39;39;69;53;41;40;26;40;39;21;17;2;0,00;0,0337;0,1163;0,1558;0,15;0,0654;0,0423;0,0269;0,0375;0,0375;0,0663;0,051;0,0394;0,0385;0,025;0,0385;0,0375;0,0202;0,0163;0,0019
B08;Sonstige Virusinfektionen, die durch Haut- und Schleimhautläsionen gekennzeichnet sind, anderenorts nicht klassifiziert;4230;2,8225;1,663;1342;2146;250;88;56;43;42;46;49;41;31;17;20;14;14;13;6;6;5;1;0,3173;0,5073;0,0591;0,0208;0,0132;0,0102;0,0099;0,0109;0,0116;0,0097;0,0073;0,004;0,0047;0,0033;0,0033;0,0031;0,0014;0,0014;0,0012;0,0002
B09;Nicht näher bezeichnete Virusinfektion, die durch Haut- und Schleimhautläsionen gekennzeichnet ist;532;3,547;2,7114;119;156;39;14;17;18;20;10;17;19;17;12;24;8;8;11;13;4;3;3;0,2237;0,2932;0,0733;0,0263;0,032;0,0338;0,0376;0,0188;0,032;0,0357;0,032;0,0226;0,0451;0,015;0,015;0,0207;0,0244;0,0075;0,0056;0,0056
B15;Akute Virushepatitis A;430;5,5628;4,3457;1;18;44;43;24;30;33;21;25;21;32;27;21;28;12;9;15;12;9;5;0,0023;0,0419;0,1023;0,10;0,0558;0,0698;0,0767;0,0488;0,0581;0,0488;0,0744;0,0628;0,0488;0,0651;0,0279;0,0209;0,0349;0,0279;0,0209;0,0116
B16;Akute Virushepatitis B;491;8,1344;7,3813;0;0;3;7;11;25;26;44;51;50;72;50;35;31;22;21;21;15;5;2;0,00;0,00;0,0061;0,0143;0,0224;0,0509;0,053;0,0896;0,1039;0,1018;0,1466;0,1018;0,0713;0,0631;0,0448;0,0428;0,0428;0,0305;0,0102;0,0041
B17;Sonstige akute Virushepatitis;809;7,3041;6,2269;7;5;13;4;26;39;48;60;65;56;74;92;78;66;60;47;47;13;5;4;0,0087;0,0062;0,0161;0,0049;0,0321;0,0482;0,0593;0,0742;0,0803;0,0692;0,0915;0,1137;0,0964;0,0816;0,0742;0,0581;0,0581;0,0161;0,0062;0,0049
B18;Chronische Virushepatitis;1447;4,1548;6,7673;0;0;1;7;21;38;81;125;135;136;152;197;197;133;66;66;60;21;10;1;0,00;0,00;0,0007;0,0048;0,0145;0,0263;0,056;0,0864;0,0933;0,094;0,105;0,1361;0,1361;0,0919;0,0456;0,0456;0,0415;0,0145;0,0069;0,0007
B19;Nicht näher bezeichnete Virushepatitis;53;6,3962;3,5428;1;2;5;5;1;4;0;4;4;5;4;6;2;3;1;3;2;0;1;0;0,0189;0,0377;0,0943;0,0943;0,0189;0,0755;0,00;0,0755;0,0755;0,0943;0,0755;0,1132;0,0377;0,0566;0,0189;0,0566;0,0377;0,00;0,0189;0,00
B20;Infektiöse und parasitäre Krankheiten infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];415;14,6723;15,9812;0;0;1;0;0;21;30;50;61;54;70;62;23;16;11;11;3;1;1;0;0,00;0,00;0,0024;0,00;0,00;0,0506;0,0723;0,1205;0,147;0,1301;0,1687;0,1494;0,0554;0,0386;0,0265;0,0265;0,0072;0,0024;0,0024;0,00
B21;Bösartige Neubildungen infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];50;11,44;14,6972;0;0;0;0;0;0;4;4;2;8;12;10;5;3;0;2;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,08;0,08;0,04;0,16;0,24;0,20;0,10;0,06;0,00;0,04;0,00;0,00;0,00;0,00
B22;Sonstige näher bezeichnete Krankheiten infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];342;10,9942;15,046;0;1;0;2;0;4;9;24;34;48;68;54;30;29;17;13;9;0;0;0;0,00;0,0029;0,00;0,0058;0,00;0,0117;0,0263;0,0702;0,0994;0,1404;0,1988;0,1579;0,0877;0,0848;0,0497;0,038;0,0263;0,00;0,00;0,00
B23;Sonstige Krankheitszustände infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];187;9,0267;9,4763;0;0;3;0;1;4;10;16;20;27;35;22;26;7;7;8;1;0;0;0;0,00;0,00;0,016;0,00;0,0053;0,0214;0,0535;0,0856;0,107;0,1444;0,1872;0,1176;0,139;0,0374;0,0374;0,0428;0,0053;0,00;0,00;0,00
B24;Nicht näher bezeichnete HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];182;10,1484;14,6595;6;1;1;5;2;3;13;25;29;30;27;16;11;8;3;1;1;0;0;0;0,033;0,0055;0,0055;0,0275;0,011;0,0165;0,0714;0,1374;0,1593;0,1648;0,1484;0,0879;0,0604;0,044;0,0165;0,0055;0,0055;0,00;0,00;0,00
B25;Zytomegalie;2015;14,2179;14,723;69;46;25;27;63;54;106;145;122;108;166;173;214;198;186;148;97;47;19;2;0,0342;0,0228;0,0124;0,0134;0,0313;0,0268;0,0526;0,072;0,0605;0,0536;0,0824;0,0859;0,1062;0,0983;0,0923;0,0734;0,0481;0,0233;0,0094;0,001
B26;Mumps;110;5,1364;4,4977;1;7;3;6;11;15;14;12;6;4;9;6;5;5;1;2;2;0;1;0;0,0091;0,0636;0,0273;0,0545;0,10;0,1364;0,1273;0,1091;0,0545;0,0364;0,0818;0,0545;0,0455;0,0455;0,0091;0,0182;0,0182;0,00;0,0091;0,00
B27;Infektiöse Mononukleose;8640;4,4807;3,034;31;842;712;981;2960;1417;621;345;212;135;124;86;52;46;31;15;19;6;3;2;0,0036;0,0975;0,0824;0,1135;0,3426;0,164;0,0719;0,0399;0,0245;0,0156;0,0144;0,01;0,006;0,0053;0,0036;0,0017;0,0022;0,0007;0,0003;0,0002
B30;Viruskonjunktivitis;66;3,8182;2,6071;3;21;2;2;0;3;1;2;1;1;3;3;4;6;3;5;1;4;1;0;0,0455;0,3182;0,0303;0,0303;0,00;0,0455;0,0152;0,0303;0,0152;0,0152;0,0455;0,0455;0,0606;0,0909;0,0455;0,0758;0,0152;0,0606;0,0152;0,00
B33;Sonstige Viruskrankheiten, anderenorts nicht klassifiziert;644;4,3665;4,6887;63;73;29;40;60;41;40;32;29;30;38;26;25;18;26;29;15;18;9;3;0,0978;0,1134;0,045;0,0621;0,0932;0,0637;0,0621;0,0497;0,045;0,0466;0,059;0,0404;0,0388;0,028;0,0404;0,045;0,0233;0,028;0,014;0,0047
B34;Viruskrankheit nicht näher bezeichneter Lokalisation;12992;3,1741;2,7091;2321;3149;1169;854;742;499;507;456;392;342;373;391;305;276;213;303;341;189;125;45;0,1786;0,2424;0,09;0,0657;0,0571;0,0384;0,039;0,0351;0,0302;0,0263;0,0287;0,0301;0,0235;0,0212;0,0164;0,0233;0,0262;0,0145;0,0096;0,0035
B35;Dermatophytose [Tinea];470;6,2681;5,1676;6;32;48;21;15;17;12;15;7;22;22;25;21;40;19;30;60;34;14;10;0,0128;0,0681;0,1021;0,0447;0,0319;0,0362;0,0255;0,0319;0,0149;0,0468;0,0468;0,0532;0,0447;0,0851;0,0404;0,0638;0,1277;0,0723;0,0298;0,0213
B36;Sonstige oberflächliche Mykosen;69;5,087;3,6451;3;3;3;0;1;4;1;2;1;4;5;5;8;5;3;3;9;2;6;1;0,0435;0,0435;0,0435;0,00;0,0145;0,058;0,0145;0,029;0,0145;0,058;0,0725;0,0725;0,1159;0,0725;0,0435;0,0435;0,1304;0,029;0,087;0,0145
B37;Kandidose;7958;9,5964;11,2813;222;103;20;44;111;102;142;147;145;244;348;472;556;666;606;1088;1180;911;599;252;0,0279;0,0129;0,0025;0,0055;0,0139;0,0128;0,0178;0,0185;0,0182;0,0307;0,0437;0,0593;0,0699;0,0837;0,0761;0,1367;0,1483;0,1145;0,0753;0,0317
B38;Kokzidioidomykose;3;14,6667;9,2916;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,3333;0,00;0,3333;0,00;0,3333;0,00;0,00;0,00
B39;Histoplasmose;6;14,00;15,1261;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;2;0;0;0;0;0,00;0,1667;0,00;0,00;0,00;0,00;0,1667;0,00;0,00;0,1667;0,1667;0,00;0,00;0,00;0,00;0,3333;0,00;0,00;0,00;0,00
B40;Blastomykose;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B41;Parakokzidioidomykose;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B42;Sporotrichose;2;9,00;8,4853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00
B43;Chromomykose und chromomykotischer Abszess;5;22,20;21,4056;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,20;0,40;0,00;0,20;0,20;0,00;0,00;0,00;0,00
B44;Aspergillose;1875;13,8891;14,8478;4;4;2;4;23;14;21;30;35;63;142;203;248;221;229;260;231;105;25;11;0,0021;0,0021;0,0011;0,0021;0,0123;0,0075;0,0112;0,016;0,0187;0,0336;0,0757;0,1083;0,1323;0,1179;0,1221;0,1387;0,1232;0,056;0,0133;0,0059
B45;Kryptokokkose;67;25,8507;26,7685;0;0;0;0;0;4;1;4;9;10;6;9;5;4;2;8;5;0;0;0;0,00;0,00;0,00;0,00;0,00;0,0597;0,0149;0,0597;0,1343;0,1493;0,0896;0,1343;0,0746;0,0597;0,0299;0,1194;0,0746;0,00;0,00;0,00
B46;Zygomykose;26;13,9231;16,0447;0;0;0;0;1;0;0;0;3;0;6;3;2;4;1;2;4;0;0;0;0,00;0,00;0,00;0,00;0,0385;0,00;0,00;0,00;0,1154;0,00;0,2308;0,1154;0,0769;0,1538;0,0385;0,0769;0,1538;0,00;0,00;0,00
B47;Myzetom;20;7,40;4,7727;0;1;2;0;0;1;0;1;1;0;2;0;4;1;1;3;2;1;0;0;0,00;0,05;0,10;0,00;0,00;0,05;0,00;0,05;0,05;0,00;0,10;0,00;0,20;0,05;0,05;0,15;0,10;0,05;0,00;0,00
B48;Sonstige Mykosen, anderenorts nicht klassifiziert;44;11,9091;12,2357;0;0;0;1;3;2;0;1;2;3;2;1;4;6;3;6;2;4;2;2;0,00;0,00;0,00;0,0227;0,0682;0,0455;0,00;0,0227;0,0455;0,0682;0,0455;0,0227;0,0909;0,1364;0,0682;0,1364;0,0455;0,0909;0,0455;0,0455
B49;Nicht näher bezeichnete Mykose;99;7,4646;6,8977;1;1;4;0;2;3;0;3;4;0;3;8;10;10;4;14;19;6;6;1;0,0101;0,0101;0,0404;0,00;0,0202;0,0303;0,00;0,0303;0,0404;0,00;0,0303;0,0808;0,101;0,101;0,0404;0,1414;0,1919;0,0606;0,0606;0,0101
B50;Malaria tropica durch Plasmodium falciparum;692;4,9118;5,645;3;14;28;25;40;64;68;76;75;74;79;72;41;13;10;8;2;0;0;0;0,0043;0,0202;0,0405;0,0361;0,0578;0,0925;0,0983;0,1098;0,1084;0,1069;0,1142;0,104;0,0592;0,0188;0,0145;0,0116;0,0029;0,00;0,00;0,00
B51;Malaria tertiana durch Plasmodium vivax;409;5,1858;3,3299;0;1;5;12;142;119;61;27;11;11;7;7;5;0;1;0;0;0;0;0;0,00;0,0024;0,0122;0,0293;0,3472;0,291;0,1491;0,066;0,0269;0,0269;0,0171;0,0171;0,0122;0,00;0,0024;0,00;0,00;0,00;0,00;0,00
B52;Malaria quartana durch Plasmodium malariae;27;5,0741;2,9733;0;0;0;1;3;6;2;3;3;2;3;0;1;1;1;0;0;1;0;0;0,00;0,00;0,00;0,037;0,1111;0,2222;0,0741;0,1111;0,1111;0,0741;0,1111;0,00;0,037;0,037;0,037;0,00;0,00;0,037;0,00;0,00
B53;Sonstige parasitologisch bestätigte Malaria;60;5,00;5,2787;0;0;2;1;19;12;5;5;3;0;2;6;0;4;0;1;0;0;0;0;0,00;0,00;0,0333;0,0167;0,3167;0,20;0,0833;0,0833;0,05;0,00;0,0333;0,10;0,00;0,0667;0,00;0,0167;0,00;0,00;0,00;0,00
B54;Malaria, nicht näher bezeichnet;131;3,2137;2,581;0;3;5;7;21;27;11;11;9;11;13;5;3;1;0;1;2;1;0;0;0,00;0,0229;0,0382;0,0534;0,1603;0,2061;0,084;0,084;0,0687;0,084;0,0992;0,0382;0,0229;0,0076;0,00;0,0076;0,0153;0,0076;0,00;0,00
B55;Leishmaniose;66;9,4242;11,8205;0;7;3;5;2;7;9;2;4;2;6;3;3;2;3;5;3;0;0;0;0,00;0,1061;0,0455;0,0758;0,0303;0,1061;0,1364;0,0303;0,0606;0,0303;0,0909;0,0455;0,0455;0,0303;0,0455;0,0758;0,0455;0,00;0,00;0,00
B56;Afrikanische Trypanosomiasis;2;5,00;1,4142;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B57;Chagas-Krankheit;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B58;Toxoplasmose;383;13,0862;19,3115;2;3;5;20;33;33;27;36;32;40;44;37;17;16;7;12;12;3;3;1;0,0052;0,0078;0,0131;0,0522;0,0862;0,0862;0,0705;0,094;0,0836;0,1044;0,1149;0,0966;0,0444;0,0418;0,0183;0,0313;0,0313;0,0078;0,0078;0,0026
B59;Pneumozystose;1036;20,9546;14,9422;8;3;1;0;1;10;15;40;41;64;83;98;105;90;106;166;110;65;27;3;0,0077;0,0029;0,001;0,00;0,001;0,0097;0,0145;0,0386;0,0396;0,0618;0,0801;0,0946;0,1014;0,0869;0,1023;0,1602;0,1062;0,0627;0,0261;0,0029
B60;Sonstige Protozoenkrankheiten, anderenorts nicht klassifiziert;79;8,3291;5,8105;0;0;0;4;10;9;10;9;10;5;3;4;7;3;0;1;4;0;0;0;0,00;0,00;0,00;0,0506;0,1266;0,1139;0,1266;0,1139;0,1266;0,0633;0,038;0,0506;0,0886;0,038;0,00;0,0127;0,0506;0,00;0,00;0,00
B64;Nicht näher bezeichnete Protozoenkrankheit;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B65;Schistosomiasis [Bilharziose];90;5,80;5,0016;0;0;0;4;30;12;18;7;2;3;3;5;2;2;1;1;0;0;0;0;0,00;0,00;0,00;0,0444;0,3333;0,1333;0,20;0,0778;0,0222;0,0333;0,0333;0,0556;0,0222;0,0222;0,0111;0,0111;0,00;0,00;0,00;0,00
B66;Befall durch sonstige Trematoden [Egel];5;4,80;2,8636;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;1;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,20;0,00;0,40;0,00;0,20;0,00;0,00;0,00;0,00
B67;Echinokokkose;386;10,0285;12,0526;0;0;0;17;10;25;35;45;31;36;41;28;27;14;16;25;24;4;7;1;0,00;0,00;0,00;0,044;0,0259;0,0648;0,0907;0,1166;0,0803;0,0933;0,1062;0,0725;0,0699;0,0363;0,0415;0,0648;0,0622;0,0104;0,0181;0,0026
B68;Taeniasis;6;5,50;4,4609;0;0;0;0;0;2;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,3333;0,1667;0,00;0,1667;0,00;0,00;0,00;0,00;0,1667;0,00;0,1667;0,00;0,00;0,00;0,00
B69;Zystizerkose;16;7,50;6,2183;0;0;2;0;1;0;0;1;1;1;4;1;1;1;2;1;0;0;0;0;0,00;0,00;0,125;0,00;0,0625;0,00;0,00;0,0625;0,0625;0,0625;0,25;0,0625;0,0625;0,0625;0,125;0,0625;0,00;0,00;0,00;0,00
B70;Diphyllobothriose und Sparganose;3;2,6667;2,8868;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0,00;0,00;0,00;0,00;0,00;0,3333;0,3333;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,3333;0,00;0,00
B71;Befall durch sonstige Zestoden;7;5,00;6,5064;0;0;1;3;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0,00;0,00;0,1429;0,4286;0,00;0,00;0,00;0,00;0,00;0,1429;0,1429;0,1429;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B72;Drakunkulose;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B73;Onchozerkose;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B74;Filariose;13;4,3077;3,5913;0;0;1;0;2;1;3;1;1;1;2;0;1;0;0;0;0;0;0;0;0,00;0,00;0,0769;0,00;0,1538;0,0769;0,2308;0,0769;0,0769;0,0769;0,1538;0,00;0,0769;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B75;Trichinellose;3;7,00;3,00;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,3333;0,00;0,00;0,00;0,00;0,3333;0,00;0,00;0,00;0,3333;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B76;Hakenwurm-Krankheit;4;3,25;2,63;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,25;0,00;0,25;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
B77;Askaridose;200;3,07;3,0117;1;21;34;56;35;6;7;2;5;3;4;3;5;1;3;3;7;2;1;1;0,005;0,105;0,17;0,28;0,175;0,03;0,035;0,01;0,025;0,015;0,02;0,015;0,025;0,005;0,015;0,015;0,035;0,01;0,005;0,005
B78;Strongyloidiasis;7;7,4286;8,5412;0;0;0;0;0;0;0;0;1;1;2;0;1;2;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,1429;0,1429;0,2857;0,00;0,1429;0,2857;0,00;0,00;0,00;0,00;0,00;0,00
B79;Trichuriasis;5;7,20;2,5884;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,20;0,00;0,20;0,00;0,00;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,20
B80;Enterobiasis;384;2,987;2,2857;0;14;80;142;58;15;6;2;4;1;7;9;6;6;11;5;11;4;1;2;0,00;0,0365;0,2083;0,3698;0,151;0,0391;0,0156;0,0052;0,0104;0,0026;0,0182;0,0234;0,0156;0,0156;0,0286;0,013;0,0286;0,0104;0,0026;0,0052
B81;Sonstige intestinale Helminthosen, anderenorts nicht klassifiziert;52;2,4615;1,6022;0;0;4;20;12;3;1;2;1;2;2;1;2;0;1;1;0;0;0;0;0,00;0,00;0,0769;0,3846;0,2308;0,0577;0,0192;0,0385;0,0192;0,0385;0,0385;0,0192;0,0385;0,00;0,0192;0,0192;0,00;0,00;0,00;0,00
B82;Nicht näher bezeichneter intestinaler Parasitismus;92;2,8913;2,2309;1;3;10;19;13;12;5;3;4;5;4;4;2;2;1;1;3;0;0;0;0,0109;0,0326;0,1087;0,2065;0,1413;0,1304;0,0543;0,0326;0,0435;0,0543;0,0435;0,0435;0,0217;0,0217;0,0109;0,0109;0,0326;0,00;0,00;0,00
B83;Sonstige Helminthosen;121;3,8099;4,1919;1;14;22;36;18;5;2;6;1;1;3;4;0;1;0;1;4;0;1;1;0,0083;0,1157;0,1818;0,2975;0,1488;0,0413;0,0165;0,0496;0,0083;0,0083;0,0248;0,0331;0,00;0,0083;0,00;0,0083;0,0331;0,00;0,0083;0,0083
B85;Pedikulose [Läusebefall] und Phthiriasis [Filzläusebefall];30;4,2667;3,237;0;4;1;3;1;2;0;0;1;0;0;2;5;5;1;2;1;0;2;0;0,00;0,1333;0,0333;0,10;0,0333;0,0667;0,00;0,00;0,0333;0,00;0,00;0,0667;0,1667;0,1667;0,0333;0,0667;0,0333;0,00;0,0667;0,00
B86;Skabies;1566;4,0045;3,3856;296;232;92;52;189;118;82;43;34;27;37;39;36;30;41;48;61;42;39;28;0,189;0,1481;0,0587;0,0332;0,1207;0,0754;0,0524;0,0275;0,0217;0,0172;0,0236;0,0249;0,023;0,0192;0,0262;0,0307;0,039;0,0268;0,0249;0,0179
B87;Myiasis;10;7,30;6,1473;0;0;1;0;0;0;0;1;0;0;1;0;2;2;0;1;1;1;0;0;0,00;0,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,10;0,00;0,20;0,20;0,00;0,10;0,10;0,10;0,00;0,00
