drg;name;AnzahlHA;mwVwd;vwdStd;AnzKLHA;AntKLHA;AnzLLHA;AntLLHA
B44D;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Nervensystems ohne schwere motorische Funktionseinschränkung, ohne neurologische Komplexbehandlung des akuten Schlaganfalls;24901;19,7807;4,8925;0;0,00;989;0,0397
B46Z;Sozial- und neuropädiatrische und pädiatrisch-psychosomatische Therapie bei Krankheiten und Störungen des Nervensystems;1323;19,1784;15,9305;0;0,00;0;0,00
B47Z;Multimodale Schmerztherapie bei Krankheiten und Störungen des Nervensystems;8614;12,3153;3,6986;0;0,00;273;0,0317
B48Z;Frührehabilitation bei Multipler Sklerose und zerebellarer Ataxie, nicht akuter Para- / Tetraplegie oder anderen neurologischen Erkrankungen;3524;19,273;4,4241;0;0,00;353;0,1002
B49Z;Multimodale Komplexbehandlung bei Morbus Parkinson;7893;19,0953;4,687;0;0,00;0;0,00
B60A;Nicht akute Paraplegie / Tetraplegie, mehr als ein Belegungstag;3132;8,3716;6,823;334;0,1066;156;0,0498
B60B;Nicht akute Paraplegie / Tetraplegie, ein Belegungstag;542;1,00;0,00;0;0,00;0;0,00
B61A;Bestimmte akute Erkrankungen und Verletzungen des Rückenmarks mit komplexem Eingriff, weniger als 14 Belegungstage, wegverlegt;416;8,3341;3,2236;18;0,0433;0;0,00
B61B;Bestimmte akute Erkrankungen und Verletzungen des Rückenmarks ohne komplexen Eingriff oder mehr als 13 Belegungstage oder nicht wegverlegt;12869;31,9147;43,2288;0;0,00;0;0,00
B63Z;Demenz und andere chronische Störungen der Hirnfunktion;27425;6,90;5,3947;5548;0,2023;1190;0,0434
B64Z;Delirium;17031;6,1205;5,3039;3152;0,1851;705;0,0414
B66A;Neubildungen des Nervensystems mit äußerst schweren CC, mehr als ein Belegungstag, Alter < 10 Jahre oder mit komplizierender Konstellation;83;16,1687;11,9988;7;0,0843;9;0,1084
B66B;Neubildungen des Nervensystems mit äußerst schweren CC, mehr als ein Belegungstag, Alter > 9 Jahre, ohne komplizierende Konstellation;2184;12,6859;8,9647;186;0,0852;149;0,0682
B66C;Neubildungen des Nervensystems, ein Belegungstag oder ohne äußerst schwere CC, Alter < 1 Jahr;85;2,8706;2,3593;29;0,3412;5;0,0588
B66D;Neubildungen des Nervensystems, ein Belegungstag oder ohne äußerst schwere CC, Alter > 0 Jahre;28038;5,2093;5,2836;7529;0,2685;1943;0,0693
B67A;Morbus Parkinson mit äußerst schweren CC oder schwerster Beeinträchtigung;6093;13,7679;8,3192;590;0,0968;271;0,0445
B67B;Morbus Parkinson ohne äußerst schwere CC, ohne schwerste Beeinträchtigung;28120;10,183;5,7803;3315;0,1179;836;0,0297
B68A;Multiple Sklerose und zerebellare Ataxie mit äußerst schweren CC, mehr als ein Belegungstag;585;15,0547;11,2742;61;0,1043;57;0,0974
B68B;Multiple Sklerose und zerebellare Ataxie, ein Belegungstag oder ohne äußerst schwere CC, Alter < 16 Jahre;632;4,6883;5,6658;133;0,2104;52;0,0823
B68C;Multiple Sklerose und zerebellare Ataxie, ein Belegungstag oder ohne äußerst schwere CC, Alter > 15 Jahre, mit komplexer Diagnose;2681;6,7456;5,1725;280;0,1044;224;0,0836
B68D;Multiple Sklerose und zerebellare Ataxie, ein Belegungstag oder ohne äußerst schwere CC, Alter > 15 Jahre, ohne komplexe Diagnose;49560;5,6604;5,124;8836;0,1783;2900;0,0585
B69A;Transitorische ischämische Attacke (TIA) und extrakranielle Gefäßverschlüsse mit neurologischer Komplexbehandlung des akuten Schlaganfalls, mehr als 72 Stunden;9998;6,5213;3,6201;0;0,00;548;0,0548
B69B;Transitorische ischämische Attacke (TIA) und extrakranielle Gefäßverschlüsse mit neurologischer Komplexbehandlung des akuten Schlaganfalls, bis 72 Stunden, mit äußerst schweren CC;612;10,4918;7,1382;76;0,1242;49;0,0801
B69C;Transitorische ischämische Attacke (TIA) und extrakranielle Gefäßverschlüsse mit neurol. Komplexbehandlung des akuten Schlaganfalls, bis 72 Std., ohne äuß. schw. CC oder mit anderer neurol. Komplexbeh. des akuten Schlaganfalls oder mit äuß. schw. CC;53018;5,2185;3,2192;1972;0,0372;2646;0,0499
B69D;Transitorische ischämische Attacke (TIA) und extrakranielle Gefäßverschlüsse ohne neurologische Komplexbehandlung des akuten Schlaganfalls, ohne andere neurologische Komplexbehandlung des akuten Schlaganfalls, ohne äußerst schwere CC;50145;4,5546;3,2917;9143;0,1823;2284;0,0455
B70A;Apoplexie mit neurologischer Komplexbehandlung des akuten Schlaganfalls, mehr als 72 Stunden, mit komplizierender Diagnose;11771;12,701;7,1154;78;0,0066;958;0,0814
B70B;Apoplexie mit neurologischer Komplexbehandlung des akuten Schlaganfalls, mehr als 72 Stunden, ohne komplizierende Diagnose oder mit komplexem zerebrovaskulären Vasospasmus;61367;9,8204;5,5763;0;0,00;4242;0,0691
B70C;Apoplexie ohne komplexen zerebrovask. Vasospasmus, mit neurol. Komplexbeh. des akuten Schlaganfalls bis 72 Std., mit komplizierender Diagnose oder systemischer Thrombolyse oder mit anderer neurol. Komplexbeh. des akuten Schlaganfalls, mehr als 72 Std.;16345;9,2642;5,2755;327;0,02;1093;0,0669
B70D;Apoplexie ohne komplexen zerebrovask. Vasospasmus, ohne komplizierende Diagnose oder systemische Thrombolyse, mit neurol. Komplexbeh. des akuten Schlaganfalls bis 72 Std. oder mit anderer neurol. Komplexbeh. des akuten Schlaganfalls bis 72 Std.;48317;7,9549;4,7197;2279;0,0472;3069;0,0635
B70E;Apoplexie ohne neurologische Komplexbehandlung des akuten Schlaganfalls, ohne andere neurol. Komplexbeh. des akuten Schlaganfalls, mehr als 72 Stunden, ohne komplexen zerebrovask. Vasospasmus, mit komplizierender Diagnose oder systemischer Thrombolyse;15135;10,4663;8,2232;802;0,053;1332;0,088
B70F;Apoplexie ohne neurologische Komplexbehandlung des akuten Schlaganfalls, ohne andere neurologische Komplexbehandlung des akuten Schlaganfalls, ohne komplexen zerebrovaskulären Vasospasmus, ohne komplizierende Diagnose, ohne systemische Thrombolyse;58042;8,8706;6,5727;3653;0,0629;4505;0,0776
B70G;Apoplexie mit neurologischer Komplexbehandlung des akuten Schlaganfalls oder mit anderer neurologischer Komplexbehandlung des akuten Schlaganfalls, verstorben < 4 Tage nach Aufnahme;1480;2,5372;0,4988;0;0,00;0;0,00
B70H;Apoplexie ohne neurologische Komplexbehandlung des akuten Schlaganfalls, ohne andere neurologische Komplexbehandlung des akuten Schlaganfalls, verstorben < 4 Tage nach Aufnahme;2845;2,4169;0,4931;0;0,00;0;0,00
B70I;Apoplexie, ein Belegungstag;23906;1,00;0,00;0;0,00;0;0,00
B71A;Erkrankungen an Hirnnerven und peripheren Nerven mit komplexer Diagnose oder Komplexbehandlung der Hand, mit äußerst schweren CC oder bei Para- / Tetraplegie mit äußerst schweren oder schweren CC;286;18,5035;13,8905;42;0,1469;27;0,0944
B71B;Erkrankungen an Hirnnerven und peripheren Nerven mit komplexer Diagnose, mit schweren CC oder bei Para- / Tetraplegie oder mit Komplexbehandlung der Hand oder ohne komplexe Diagnose, mit äußerst schweren oder schweren CC, bei Para- / Tetraplegie;2127;12,4758;9,3921;252;0,1185;174;0,0818
B71C;Erkrankungen an Hirnnerven u. periph. Nerven ohne Komplexb. d. Hand od. m. kompl. Diagnose, ohne schw. CC od. außer b. Para- / Tetraplegie od. ohne kompl. Diagn., m. äuß. schw. od. schw. CC, auß. b. Para- / Tetrapl. od. ohne schw. CC, b. Para- / Tetrapl.;8925;9,1629;8,1887;1445;0,1619;832;0,0932
B71D;Erkrankungen an Hirnnerven und peripheren Nerven ohne komplexe Diagnose, ohne Komplexbehandlung der Hand, ohne äußerst schwere oder schwere CC, außer bei Para- / Tetraplegie;81659;5,0773;3,9424;13600;0,1665;5211;0,0638
B72A;Infektion des Nervensystems außer Virusmeningitis, Alter < 16 Jahre;1513;7,879;6,8172;261;0,1725;119;0,0787
B72B;Infektion des Nervensystems außer Virusmeningitis, Alter > 15 Jahre;13069;9,5393;8,5358;2512;0,1922;952;0,0728
B73Z;Virusmeningitis;4022;7,9925;5,0351;216;0,0537;377;0,0937
B75Z;Fieberkrämpfe;19369;2,6265;2,467;7663;0,3956;1703;0,0879
B76A;Anfälle, mehr als ein Belegungstag, mit komplexer Diagnostik und Therapie;9838;18,3843;16,4188;0;0,00;0;0,00
B76B;Anfälle, mehr als ein Belegungstag, ohne komplexe Diagnostik und Therapie, mit schweren CC, Alter < 3 Jahre oder mit komplexer Diagnose oder mit äußerst schweren CC oder ohne äußerst schwere oder schwere CC, mit EEG, mit komplexer Diagnose;5980;10,6863;8,6871;462;0,0773;588;0,0983
B76C;Anfälle, mehr als ein Belegungstag, ohne komplexe Diagnostik und Therapie, mit äußerst schweren CC, ohne komplexe Diagnose oder mit schweren CC, Alter > 2 Jahre oder ohne schwere CC, mit EEG, ohne komplexe Diagnose, mit angeborener Fehlbildung;5323;10,8664;8,5738;820;0,154;362;0,068
B76D;Anfälle, mehr als ein Belegungstag, ohne komplexe Diagnostik und Therapie, mit schweren CC, Alter > 2 Jahre, ohne komplexe Diagnose oder ohne äußerst schwere oder schwere CC, mit EEG, ohne komplexe Diagnose, ohne angeborene Fehlbildung;27891;6,1276;4,8022;0;0,00;2155;0,0773
B76E;Anfälle, ein Belegungstag oder ohne komplexe Diagnostik und Therapie, ohne äußerst schwere oder schwere CC, ohne EEG, Alter < 6 Jahre oder mit komplexer Diagnose;12233;4,1014;5,6167;3967;0,3243;816;0,0667
B76F;Anfälle, ein Belegungstag oder ohne komplexe Diagnostik und Therapie, ohne äußerst schwere oder schwere CC, ohne EEG, Alter > 5 Jahre, ohne komplexe Diagnose;94400;3,5763;3,3287;29968;0,3175;5964;0,0632
B77Z;Kopfschmerzen;80606;2,7965;2,3515;30278;0,3756;5465;0,0678
B78A;Intrakranielle Verletzung, Alter < 1 Jahr oder mit komplizierender Diagnose;17269;7,3117;6,8761;4275;0,2476;1129;0,0654
B78B;Intrakranielle Verletzung, Alter > 0 Jahre, ohne komplizierende Diagnose;12529;5,7997;6,1273;3276;0,2615;860;0,0686
B79Z;Schädelfrakturen, Somnolenz, Sopor;27043;3,2174;3,6039;11743;0,4342;1826;0,0675
B80Z;Andere Kopfverletzungen;219665;1,9189;1,6468;98619;0,449;8891;0,0405
B81A;Andere Erkrankungen des Nervensystems mit komplexer Diagnose;1950;7,5472;7,3279;654;0,3354;120;0,0615
B81B;Andere Erkrankungen des Nervensystems ohne komplexe Diagnose;82124;4,9769;4,8897;19460;0,237;4744;0,0578
B82Z;Andere Erkrankungen an peripheren Nerven;8972;2,7779;2,2864;3296;0,3674;373;0,0416
B84Z;Vaskuläre Myelopathien;606;8,8498;6,6421;84;0,1386;45;0,0743
B85A;Degenerative Krankheiten des Nervensystems mit hochkomplexer Diagnose oder mit äußerst schweren oder schweren CC, mit komplexer Diagnose;1451;14,4686;10,5772;211;0,1454;123;0,0848
B85B;Degenerative Krankheiten des Nervensystems mit äußerst schweren oder schweren CC, ohne komplexe Diagnose, ohne hochkomplexe Diagnose;6956;9,6642;8,6069;964;0,1386;439;0,0631
B85C;Degenerative Krankheiten des Nervensystems ohne hochkomplexe Diagnose, ohne äußerst schwere oder schwere CC, mit komplexer Diagnose oder zerebrale Lähmungen;6735;7,2362;6,8114;804;0,1194;560;0,0831
B85D;Degenerative Krankheiten des Nervensystems ohne hochkomplexe Diagnose, ohne äußerst schwere oder schwere CC, ohne komplexe Diagnose;25791;5,3365;5,0749;4611;0,1788;1539;0,0597
B86Z;Rückenmarkkompression, nicht näher bezeichnet und Krankheit des Rückenmarkes, nicht näher bezeichnet;359;5,9443;4,8251;59;0,1643;29;0,0808
C01A;Komplexe Eingriffe bei penetrierenden Augenverletzungen;895;7,162;4,3576;69;0,0771;41;0,0458
C01B;Andere Eingriffe bei penetrierenden Augenverletzungen oder Amnionmembrantransplantation oder Biopsien an kraniellen Gefäßen;4478;5,9201;5,0799;499;0,1114;318;0,071
C02A;Enukleationen und Eingriffe an der Orbita bei bösartiger Neubildung oder Strahlentherapie bei bösartiger Neubildung;1593;7,1488;6,873;242;0,1519;95;0,0596
C02B;Enukleationen und Eingriffe an der Orbita außer bei bösartiger Neubildung;1135;5,0811;4,3236;138;0,1216;83;0,0731
C03A;Eingriffe an der Retina mit Pars-plana-Vitrektomie, mit extrakapsulärer Extraktion der Linse (ECCE) oder bei bösartiger Neubildung des Auges, mit best. Eingriff an der Retina oder Entfernung des Augapfels mit gleichzeitiger Einführung eines Implantates;5853;4,8766;3,0923;111;0,019;341;0,0583
C03B;Eingriffe an der Retina mit Pars-plana-Vitrektomie, mit extrakapsulärer Extraktion der Linse (ECCE) oder bei bösartiger Neubildung des Auges, ohne bestimmten Eingriff an der Retina;8441;3,9553;2,1982;284;0,0336;393;0,0466
C03C;Eingriffe an der Retina mit Pars-plana-Vitrektomie, ohne extrakapsuläre Extraktion der Linse (ECCE), außer bei bösartiger Neubildung des Auges, mit bestimmtem Eingriff an der Retina;17984;4,3044;2,6203;438;0,0244;918;0,051
C03D;Eingriffe an der Retina mit Pars-plana-Vitrektomie, ohne extrakapsuläre Extraktion der Linse (ECCE), außer bei bösartiger Neubildung des Auges, ohne bestimmten Eingriff an der Retina;22450;3,8763;2,437;1444;0,0643;897;0,04
C04A;Hornhauttransplantation mit extrakapsulärer Extraktion der Linse (ECCE), Amnionmembrantransplantation oder Alter < 16 Jahre;1443;7,4796;5,6824;4;0,0028;95;0,0658
C04B;Hornhauttransplantation ohne extrakapsuläre Extraktion der Linse (ECCE), ohne Amnionmembrantransplantation, Alter > 15 Jahre;4554;6,4947;4,1092;25;0,0055;260;0,0571
C05Z;Dakryozystorhinostomie;3465;2,6283;1,9159;1185;0,342;145;0,0418
C06Z;Komplexe Eingriffe bei Glaukom;13521;5,3316;3,447;330;0,0244;703;0,052
C07A;Andere Eingriffe bei Glaukom mit extrakapsulärer Extraktion der Linse (ECCE);4247;2,6548;2,0066;1165;0,2743;135;0,0318
C07B;Andere Eingriffe bei Glaukom ohne extrakapsuläre Extraktion der Linse (ECCE);13579;3,732;2,8238;2167;0,1596;734;0,0541
C08A;Beidseitige extrakapsuläre Extraktion der Linse (ECCE) oder extrakapsuläre Extraktion der Linse bei angeborener Fehlbildung der Linse;3542;3,0215;2,1204;681;0,1923;100;0,0282
C08B;Extrakapsuläre Extraktion der Linse (ECCE) ohne angeborene Fehlbildung der Linse;60454;1,5977;1,0705;37651;0,6228;1005;0,0166
C10A;Eingriffe an den Augenmuskeln mit erhöhtem Aufwand;967;1,7642;0,9056;478;0,4943;8;0,0083
C10B;Eingriffe an den Augenmuskeln ohne erhöhten Aufwand, Alter < 6 Jahre;1061;1,5495;0,7515;619;0,5834;9;0,0085
C10C;Eingriffe an den Augenmuskeln ohne erhöhten Aufwand, Alter > 5 Jahre;7025;1,5665;0,8181;4137;0,5889;74;0,0105
C12Z;Andere Rekonstruktionen der Augenlider;5499;4,0373;2,9936;725;0,1318;239;0,0435
C13Z;Eingriffe an Tränendrüse und Tränenwegen;3335;2,40;2,562;1717;0,5148;217;0,0651
C14Z;Andere Eingriffe am Auge;9612;3,0393;3,0679;3807;0,3961;493;0,0513
C15Z;Andere Eingriffe an der Retina;8727;3,3549;2,32;1425;0,1633;382;0,0438
C16Z;Aufwändige Eingriffe am Auge, Alter < 6 Jahre;197;3,2234;2,6899;55;0,2792;18;0,0914
C20A;Eingriffe an Kornea, Sklera und Konjunktiva, Eingriffe am Augenlid oder verschiedene Eingriffe an der Linse, Alter < 16 Jahre;1334;2,1304;1,9443;686;0,5142;43;0,0322
C20B;Eingriffe an Kornea, Sklera und Konjunktiva, Eingriffe am Augenlid oder verschiedene Eingriffe an der Linse, Alter > 15 Jahre;27019;2,3725;2,3647;11438;0,4233;1190;0,044
C60Z;Akute und schwere Augeninfektionen;10076;6,7617;4,2463;440;0,0437;775;0,0769
C61Z;Neuro-ophthalmologische und vaskuläre Erkrankungen des Auges;24993;4,6182;3,0917;3134;0,1254;1217;0,0487
C62Z;Hyphäma und konservativ behandelte Augenverletzungen;5914;2,6202;2,3102;2196;0,3713;200;0,0338
C63Z;Andere Erkrankungen des Auges;22153;2,6544;2,5984;11300;0,5101;704;0,0318
C64Z;Glaukom, Katarakt und Erkrankungen des Augenlides;34869;1,9326;1,1648;13955;0,4002;747;0,0214
C65Z;Bösartige Neubildungen des Auges;1541;3,3991;4,1847;617;0,4004;98;0,0636
C66Z;Augenerkrankungen bei Diabetes mellitus;2960;3,9118;3,1829;484;0,1635;88;0,0297
D01A;Kochleaimplantation, bilateral;115;5,8696;4,4258;0;0,00;0;0,00
D01B;Kochleaimplantation, unilateral;3679;5,1971;1,9471;12;0,0033;125;0,034
D02A;Komplexe Resektionen mit Rekonstruktionen an Kopf und Hals mit komplexem Eingriff oder mit Kombinationseingriff mit äußerst schweren CC;2568;24,7773;14,765;13;0,0051;316;0,1231
D02B;Komplexe Resektionen mit Rekonstruktionen an Kopf und Hals ohne komplexen Eingriff, ohne Kombinationseingriff mit äußerst schweren CC;550;15,2655;11,3182;39;0,0709;46;0,0836
D03A;Operative Korrektur einer Lippen-Kiefer-Gaumen-Spalte oder plastische Rekonstruktion der Ohrmuschel mit Knorpeltransplantat, Alter < 1 Jahr;1297;5,7116;2,8702;56;0,0432;44;0,0339
D03B;Operative Korrektur einer Lippen-Kiefer-Gaumen-Spalte oder plastische Rekonstruktion der Ohrmuschel mit Knorpeltransplantat, Alter > 0 Jahre;1600;5,0119;2,4024;91;0,0569;64;0,04
D04Z;Bignathe Osteotomie und komplexe Eingriffe am Kiefer oder Rekonstruktion der Trachea oder plastische Rekonstruktion der Ohrmuschel mit mikrovaskulärem Lappen;2054;6,7488;2,9579;5;0,0024;111;0,054
D05A;Komplexe Parotidektomie;956;5,6172;3,1722;3;0,0031;58;0,0607
D05B;Komplexe Eingriffe an den Speicheldrüsen außer komplexe Parotidektomien;7185;4,72;2,0236;44;0,0061;254;0,0354
D06A;Eingriffe an Nasennebenhöhlen, Mastoid, komplexe Eingriffe am Mittelohr und andere Eingriffe an den Speicheldrüsen, Alter < 6 Jahre;689;5,2438;3,4479;51;0,074;47;0,0682
D06B;Eingriffe an Nasennebenhöhlen, Mastoid, komplexe Eingriffe am Mittelohr und andere Eingriffe an den Speicheldrüsen, Alter > 5 Jahre und Alter < 16 Jahre oder Alter > 15 Jahre, mit komplexer Prozedur oder komplexer Diagnose;13766;4,9341;3,114;405;0,0294;847;0,0615
D06C;Eingriffe an Nasennebenhöhlen, Mastoid, komplexe Eingriffe am Mittelohr und andere Eingriffe an den Speicheldrüsen, Alter > 15 Jahre, ohne komplexe Prozedur, ohne komplexe Diagnose;51819;4,0946;2,0123;2389;0,0461;2041;0,0394
D08A;Eingriffe an Mundhöhle und Mund bei bösartiger Neubildung mit äußerst schweren CC;288;10,8125;9,5403;57;0,1979;19;0,066
D08B;Eingriffe an Mundhöhle und Mund bei bösartiger Neubildung ohne äußerst schwere CC;3410;4,5748;3,7383;500;0,1466;262;0,0768
D09Z;Tonsillektomie bei bösartiger Neubildung oder verschiedene Eingriffe an Ohr, Nase, Mund und Hals mit äußerst schweren CC;1403;7,3713;9,0172;118;0,0841;140;0,0998
D12A;Andere aufwändige Eingriffe an Ohr, Nase, Mund und Hals;1702;5,9495;4,9395;109;0,064;117;0,0687
D12B;Andere Eingriffe an Ohr, Nase, Mund und Hals;14121;3,9887;3,7629;2601;0,1842;829;0,0587
D13A;Kleine Eingriffe an Nase, Ohr und Mund mit komplizierender Diagnose;2544;2,6568;2,4501;1146;0,4505;98;0,0385
D13B;Kleine Eingriffe an Nase, Ohr und Mund ohne komplizierende Diagnose;20976;2,1836;2,3866;12349;0,5887;889;0,0424
D15A;Tracheostomie mit äußerst schweren CC oder Implantation einer Kiefergelenkendoprothese;920;17,7043;11,2253;61;0,0663;101;0,1098
D15B;Tracheostomie ohne äußerst schwere CC;1506;13,2371;7,4492;77;0,0511;86;0,0571
D16Z;Materialentfernung an Kiefer und Gesicht;3771;2,2137;1,5708;1472;0,3903;112;0,0297
D19Z;Strahlentherapie bei Krankheiten und Störungen des Ohres, der Nase, des Mundes und des Halses, mehr als ein Belegungstag, mehr als 10 Bestrahlungen;4140;27,7348;19,6739;530;0,128;1017;0,2457
D20Z;Andere Strahlentherapie bei Krankheiten und Störungen des Ohres, der Nase, des Mundes und des Halses, mehr als ein Belegungstag;9075;6,0953;5,4747;0;0,00;675;0,0744
D22A;Eingriffe an Mundhöhle und Mund mit Mundboden- oder Vestibulumplastik;623;4,7929;3,0278;55;0,0883;27;0,0433
D22B;Eingriffe an Mundhöhle und Mund außer bei bösartiger Neubildung ohne Mundboden- oder Vestibulumplastik;13528;2,9882;2,5591;3896;0,288;943;0,0697
D23Z;Implantation eines Hörgerätes;509;4,5128;2,2888;0;0,00;0;0,00
D24A;Komplexe Hautplastiken und große Eingriffe an Kopf und Hals mit äußerst schweren CC oder mit Kombinationseingriff ohne äußerst schwere CC;1280;24,1133;16,1203;34;0,0266;155;0,1211
D24B;Komplexe Hautplastiken und große Eingriffe an Kopf und Hals ohne äußerst schwere CC, ohne Kombinationseingriff;4053;12,0526;7,4171;142;0,035;297;0,0733
D25A;Mäßig komplexe Eingriffe an Kopf und Hals bei bösartiger Neubildung mit äußerst schweren CC oder Strahlentherapie mit operativem Eingriff;1059;19,6582;13,7705;80;0,0755;110;0,1039
