drg;name;AnzahlBA;mwVwd;vwdStd;AnzKLBA;AntKLBA;AnzLLBA;AntLLBA
B48Z;Frührehabilitation bei Multipler Sklerose und zerebellarer Ataxie, nicht akuter Para- / Tetraplegie oder anderen neurologischen Erkrankungen;0;0,00;NULL;0;0,00;0;0,00
B49Z;Multimodale Komplexbehandlung bei Morbus Parkinson;0;0,00;NULL;0;0,00;0;0,00
B60A;Nicht akute Paraplegie / Tetraplegie, mehr als ein Belegungstag;11;8,00;5,4589;2;0,1818;1;0,0909
B60B;Nicht akute Paraplegie / Tetraplegie, ein Belegungstag;2;1,00;0,00;0;0,00;0;0,00
B61A;Bestimmte akute Erkrankungen und Verletzungen des Rückenmarks mit komplexem Eingriff, weniger als 14 Belegungstage, wegverlegt;0;0,00;NULL;0;0,00;0;0,00
B61B;Bestimmte akute Erkrankungen und Verletzungen des Rückenmarks ohne komplexen Eingriff oder mehr als 13 Belegungstage oder nicht wegverlegt;21;10,5714;9,1081;0;0,00;0;0,00
B63Z;Demenz und andere chronische Störungen der Hirnfunktion;123;8,0569;5,0397;17;0,1382;7;0,0569
B64Z;Delirium;31;5,4839;4,8502;11;0,3548;1;0,0323
B66A;Neubildungen des Nervensystems mit äußerst schweren CC, mehr als ein Belegungstag, Alter < 10 Jahre oder mit komplizierender Konstellation;0;0,00;NULL;0;0,00;0;0,00
B66B;Neubildungen des Nervensystems mit äußerst schweren CC, mehr als ein Belegungstag, Alter > 9 Jahre, ohne komplizierende Konstellation;5;14,60;9,1269;0;0,00;1;0,20
B66C;Neubildungen des Nervensystems, ein Belegungstag oder ohne äußerst schwere CC, Alter < 1 Jahr;0;0,00;NULL;0;0,00;0;0,00
B66D;Neubildungen des Nervensystems, ein Belegungstag oder ohne äußerst schwere CC, Alter > 0 Jahre;174;3,931;3,7441;58;0,3333;8;0,046
B67A;Morbus Parkinson mit äußerst schweren CC oder schwerster Beeinträchtigung;27;9,2593;6,0294;5;0,1852;1;0,037
B67B;Morbus Parkinson ohne äußerst schwere CC, ohne schwerste Beeinträchtigung;72;9,1806;5,9867;1;0,0139;3;0,0417
B68A;Multiple Sklerose und zerebellare Ataxie mit äußerst schweren CC, mehr als ein Belegungstag;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
B68B;Multiple Sklerose und zerebellare Ataxie, ein Belegungstag oder ohne äußerst schwere CC, Alter < 16 Jahre;0;0,00;NULL;0;0,00;0;0,00
B68C;Multiple Sklerose und zerebellare Ataxie, ein Belegungstag oder ohne äußerst schwere CC, Alter > 15 Jahre, mit komplexer Diagnose;17;2,2353;2,1369;11;0,6471;0;0,00
B68D;Multiple Sklerose und zerebellare Ataxie, ein Belegungstag oder ohne äußerst schwere CC, Alter > 15 Jahre, ohne komplexe Diagnose;88;7,2955;7,8655;9;0,1023;15;0,1705
B69A;Transitorische ischämische Attacke (TIA) und extrakranielle Gefäßverschlüsse mit neurologischer Komplexbehandlung des akuten Schlaganfalls, mehr als 72 Stunden;0;0,00;NULL;0;0,00;0;0,00
B69B;Transitorische ischämische Attacke (TIA) und extrakranielle Gefäßverschlüsse mit neurologischer Komplexbehandlung des akuten Schlaganfalls, bis 72 Stunden, mit äußerst schweren CC;0;0,00;NULL;0;0,00;0;0,00
B69C;Transitorische ischämische Attacke (TIA) und extrakranielle Gefäßverschlüsse mit neurol. Komplexbehandlung des akuten Schlaganfalls, bis 72 Std., ohne äuß. schw. CC oder mit anderer neurol. Komplexbeh. des akuten Schlaganfalls oder mit äuß. schw. CC;2;12,00;2,8284;0;0,00;1;0,50
B69D;Transitorische ischämische Attacke (TIA) und extrakranielle Gefäßverschlüsse ohne neurologische Komplexbehandlung des akuten Schlaganfalls, ohne andere neurologische Komplexbehandlung des akuten Schlaganfalls, ohne äußerst schwere CC;260;5,1385;3,5123;54;0,2077;15;0,0577
B70A;Apoplexie mit neurologischer Komplexbehandlung des akuten Schlaganfalls, mehr als 72 Stunden, mit komplizierender Diagnose;0;0,00;NULL;0;0,00;0;0,00
B70B;Apoplexie mit neurologischer Komplexbehandlung des akuten Schlaganfalls, mehr als 72 Stunden, ohne komplizierende Diagnose oder mit komplexem zerebrovaskulären Vasospasmus;0;0,00;NULL;0;0,00;0;0,00
B70C;Apoplexie ohne komplexen zerebrovask. Vasospasmus, mit neurol. Komplexbeh. des akuten Schlaganfalls bis 72 Std., mit komplizierender Diagnose oder systemischer Thrombolyse oder mit anderer neurol. Komplexbeh. des akuten Schlaganfalls, mehr als 72 Std.;0;0,00;NULL;0;0,00;0;0,00
B70D;Apoplexie ohne komplexen zerebrovask. Vasospasmus, ohne komplizierende Diagnose oder systemische Thrombolyse, mit neurol. Komplexbeh. des akuten Schlaganfalls bis 72 Std. oder mit anderer neurol. Komplexbeh. des akuten Schlaganfalls bis 72 Std.;0;0,00;NULL;0;0,00;0;0,00
B70E;Apoplexie ohne neurologische Komplexbehandlung des akuten Schlaganfalls, ohne andere neurol. Komplexbeh. des akuten Schlaganfalls, mehr als 72 Stunden, ohne komplexen zerebrovask. Vasospasmus, mit komplizierender Diagnose oder systemischer Thrombolyse;18;11,2778;5,7374;0;0,00;1;0,0556
B70F;Apoplexie ohne neurologische Komplexbehandlung des akuten Schlaganfalls, ohne andere neurologische Komplexbehandlung des akuten Schlaganfalls, ohne komplexen zerebrovaskulären Vasospasmus, ohne komplizierende Diagnose, ohne systemische Thrombolyse;235;9,0979;4,5483;6;0,0255;21;0,0894
B70G;Apoplexie mit neurologischer Komplexbehandlung des akuten Schlaganfalls oder mit anderer neurologischer Komplexbehandlung des akuten Schlaganfalls, verstorben < 4 Tage nach Aufnahme;0;0,00;NULL;0;0,00;0;0,00
B70H;Apoplexie ohne neurologische Komplexbehandlung des akuten Schlaganfalls, ohne andere neurologische Komplexbehandlung des akuten Schlaganfalls, verstorben < 4 Tage nach Aufnahme;3;2,00;0,00;0;0,00;0;0,00
B70I;Apoplexie, ein Belegungstag;63;1,00;0,00;0;0,00;0;0,00
B71A;Erkrankungen an Hirnnerven und peripheren Nerven mit komplexer Diagnose oder Komplexbehandlung der Hand, mit äußerst schweren CC oder bei Para- / Tetraplegie mit äußerst schweren oder schweren CC;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
B71B;Erkrankungen an Hirnnerven und peripheren Nerven mit komplexer Diagnose, mit schweren CC oder bei Para- / Tetraplegie oder mit Komplexbehandlung der Hand oder ohne komplexe Diagnose, mit äußerst schweren oder schweren CC, bei Para- / Tetraplegie;2;8,00;7,0711;1;0,50;0;0,00
B71C;Erkrankungen an Hirnnerven u. periph. Nerven ohne Komplexb. d. Hand od. m. kompl. Diagnose, ohne schw. CC od. außer b. Para- / Tetraplegie od. ohne kompl. Diagn., m. äuß. schw. od. schw. CC, auß. b. Para- / Tetrapl. od. ohne schw. CC, b. Para- / Tetrapl.;29;6,0345;6,068;1;0,0345;1;0,0345
B71D;Erkrankungen an Hirnnerven und peripheren Nerven ohne komplexe Diagnose, ohne Komplexbehandlung der Hand, ohne äußerst schwere oder schwere CC, außer bei Para- / Tetraplegie;772;5,6425;3,0481;43;0,0557;18;0,0233
B72A;Infektion des Nervensystems außer Virusmeningitis, Alter < 16 Jahre;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
B72B;Infektion des Nervensystems außer Virusmeningitis, Alter > 15 Jahre;20;3,50;3,4717;12;0,60;0;0,00
B73Z;Virusmeningitis;2;1,00;0,00;2;1,00;0;0,00
B75Z;Fieberkrämpfe;34;2,9118;2,843;14;0,4118;5;0,1471
B76A;Anfälle, mehr als ein Belegungstag, mit komplexer Diagnostik und Therapie;0;0,00;NULL;0;0,00;0;0,00
B76B;Anfälle, mehr als ein Belegungstag, ohne komplexe Diagnostik und Therapie, mit schweren CC, Alter < 3 Jahre oder mit komplexer Diagnose oder mit äußerst schweren CC oder ohne äußerst schwere oder schwere CC, mit EEG, mit komplexer Diagnose;0;0,00;NULL;0;0,00;0;0,00
B76C;Anfälle, mehr als ein Belegungstag, ohne komplexe Diagnostik und Therapie, mit äußerst schweren CC, ohne komplexe Diagnose oder mit schweren CC, Alter > 2 Jahre oder ohne schwere CC, mit EEG, ohne komplexe Diagnose, mit angeborener Fehlbildung;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
B76D;Anfälle, mehr als ein Belegungstag, ohne komplexe Diagnostik und Therapie, mit schweren CC, Alter > 2 Jahre, ohne komplexe Diagnose oder ohne äußerst schwere oder schwere CC, mit EEG, ohne komplexe Diagnose, ohne angeborene Fehlbildung;20;6,75;3,932;0;0,00;1;0,05
B76E;Anfälle, ein Belegungstag oder ohne komplexe Diagnostik und Therapie, ohne äußerst schwere oder schwere CC, ohne EEG, Alter < 6 Jahre oder mit komplexer Diagnose;16;2,1875;2,4281;11;0,6875;0;0,00
B76F;Anfälle, ein Belegungstag oder ohne komplexe Diagnostik und Therapie, ohne äußerst schwere oder schwere CC, ohne EEG, Alter > 5 Jahre, ohne komplexe Diagnose;92;4,2935;3,4372;22;0,2391;7;0,0761
B77Z;Kopfschmerzen;177;2,5876;2,2423;80;0,452;5;0,0282
B78A;Intrakranielle Verletzung, Alter < 1 Jahr oder mit komplizierender Diagnose;12;8,0833;4,757;1;0,0833;1;0,0833
B78B;Intrakranielle Verletzung, Alter > 0 Jahre, ohne komplizierende Diagnose;23;4,7391;4,0025;6;0,2609;0;0,00
B79Z;Schädelfrakturen, Somnolenz, Sopor;77;2,5325;2,4311;42;0,5455;2;0,026
B80Z;Andere Kopfverletzungen;722;1,7659;1,7129;422;0,5845;27;0,0374
B81A;Andere Erkrankungen des Nervensystems mit komplexer Diagnose;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
B81B;Andere Erkrankungen des Nervensystems ohne komplexe Diagnose;218;5,6651;4,4102;37;0,1697;14;0,0642
B82Z;Andere Erkrankungen an peripheren Nerven;50;2,20;2,1853;29;0,58;3;0,06
B84Z;Vaskuläre Myelopathien;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
B85A;Degenerative Krankheiten des Nervensystems mit hochkomplexer Diagnose oder mit äußerst schweren oder schweren CC, mit komplexer Diagnose;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
B85B;Degenerative Krankheiten des Nervensystems mit äußerst schweren oder schweren CC, ohne komplexe Diagnose, ohne hochkomplexe Diagnose;13;10,5385;6,2665;2;0,1538;1;0,0769
B85C;Degenerative Krankheiten des Nervensystems ohne hochkomplexe Diagnose, ohne äußerst schwere oder schwere CC, mit komplexer Diagnose oder zerebrale Lähmungen;4;2,75;2,2174;1;0,25;0;0,00
B85D;Degenerative Krankheiten des Nervensystems ohne hochkomplexe Diagnose, ohne äußerst schwere oder schwere CC, ohne komplexe Diagnose;71;5,7042;4,6211;13;0,1831;5;0,0704
B86Z;Rückenmarkkompression, nicht näher bezeichnet und Krankheit des Rückenmarkes, nicht näher bezeichnet;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
C01A;Komplexe Eingriffe bei penetrierenden Augenverletzungen;13;4,0769;2,6287;4;0,3077;0;0,00
C01B;Andere Eingriffe bei penetrierenden Augenverletzungen oder Amnionmembrantransplantation oder Biopsien an kraniellen Gefäßen;127;3,8425;3,1407;30;0,2362;3;0,0236
C02A;Enukleationen und Eingriffe an der Orbita bei bösartiger Neubildung oder Strahlentherapie bei bösartiger Neubildung;9;4,3333;4,3012;4;0,4444;0;0,00
C02B;Enukleationen und Eingriffe an der Orbita außer bei bösartiger Neubildung;41;2,9268;1,8356;11;0,2683;0;0,00
C03A;Eingriffe an der Retina mit Pars-plana-Vitrektomie, mit extrakapsulärer Extraktion der Linse (ECCE) oder bei bösartiger Neubildung des Auges, mit best. Eingriff an der Retina oder Entfernung des Augapfels mit gleichzeitiger Einführung eines Implantates;554;3,3881;1,7665;41;0,074;28;0,0505
C03B;Eingriffe an der Retina mit Pars-plana-Vitrektomie, mit extrakapsulärer Extraktion der Linse (ECCE) oder bei bösartiger Neubildung des Auges, ohne bestimmten Eingriff an der Retina;1576;2,9289;1,5508;237;0,1504;63;0,04
C03C;Eingriffe an der Retina mit Pars-plana-Vitrektomie, ohne extrakapsuläre Extraktion der Linse (ECCE), außer bei bösartiger Neubildung des Auges, mit bestimmtem Eingriff an der Retina;2200;2,83;1,6618;442;0,2009;129;0,0586
C03D;Eingriffe an der Retina mit Pars-plana-Vitrektomie, ohne extrakapsuläre Extraktion der Linse (ECCE), außer bei bösartiger Neubildung des Auges, ohne bestimmten Eingriff an der Retina;4241;2,8005;1,6299;771;0,1818;169;0,0398
C04A;Hornhauttransplantation mit extrakapsulärer Extraktion der Linse (ECCE), Amnionmembrantransplantation oder Alter < 16 Jahre;93;5,0538;2,8869;2;0,0215;3;0,0323
C04B;Hornhauttransplantation ohne extrakapsuläre Extraktion der Linse (ECCE), ohne Amnionmembrantransplantation, Alter > 15 Jahre;652;4,8451;2,2952;13;0,0199;10;0,0153
C05Z;Dakryozystorhinostomie;296;1,8277;1,0021;141;0,4764;0;0,00
C06Z;Komplexe Eingriffe bei Glaukom;2032;4,0645;2,0887;125;0,0615;93;0,0458
C07A;Andere Eingriffe bei Glaukom mit extrakapsulärer Extraktion der Linse (ECCE);1278;1,579;0,8195;731;0,572;11;0,0086
C07B;Andere Eingriffe bei Glaukom ohne extrakapsuläre Extraktion der Linse (ECCE);1152;2,2969;1,7249;427;0,3707;93;0,0807
C08A;Beidseitige extrakapsuläre Extraktion der Linse (ECCE) oder extrakapsuläre Extraktion der Linse bei angeborener Fehlbildung der Linse;1084;4,2454;2,0508;128;0,1181;31;0,0286
C08B;Extrakapsuläre Extraktion der Linse (ECCE) ohne angeborene Fehlbildung der Linse;21085;1,3806;0,7201;15270;0,7242;179;0,0085
C10A;Eingriffe an den Augenmuskeln mit erhöhtem Aufwand;62;1,6935;0,6164;24;0,3871;0;0,00
C10B;Eingriffe an den Augenmuskeln ohne erhöhten Aufwand, Alter < 6 Jahre;80;1,3625;0,6005;56;0,70;0;0,00
C10C;Eingriffe an den Augenmuskeln ohne erhöhten Aufwand, Alter > 5 Jahre;616;1,3799;0,6235;428;0,6948;1;0,0016
C12Z;Andere Rekonstruktionen der Augenlider;631;2,8479;1,8089;135;0,2139;7;0,0111
C13Z;Eingriffe an Tränendrüse und Tränenwegen;252;1,9524;0,9929;77;0,3056;2;0,0079
C14Z;Andere Eingriffe am Auge;759;1,7668;1,4824;493;0,6495;7;0,0092
C15Z;Andere Eingriffe an der Retina;982;2,1914;1,6398;441;0,4491;43;0,0438
C16Z;Aufwändige Eingriffe am Auge, Alter < 6 Jahre;0;0,00;NULL;0;0,00;0;0,00
C20A;Eingriffe an Kornea, Sklera und Konjunktiva, Eingriffe am Augenlid oder verschiedene Eingriffe an der Linse, Alter < 16 Jahre;19;1,4211;0,9016;15;0,7895;0;0,00
C20B;Eingriffe an Kornea, Sklera und Konjunktiva, Eingriffe am Augenlid oder verschiedene Eingriffe an der Linse, Alter > 15 Jahre;3404;1,6818;1,3243;1977;0,5808;55;0,0162
C60Z;Akute und schwere Augeninfektionen;241;5,888;4,3646;21;0,0871;16;0,0664
C61Z;Neuro-ophthalmologische und vaskuläre Erkrankungen des Auges;375;3,7467;2,1871;96;0,256;2;0,0053
C62Z;Hyphäma und konservativ behandelte Augenverletzungen;109;2,8165;2,4235;38;0,3486;5;0,0459
C63Z;Andere Erkrankungen des Auges;507;2,1065;1,9521;318;0,6272;7;0,0138
C64Z;Glaukom, Katarakt und Erkrankungen des Augenlides;1391;1,3911;0,9148;1025;0,7369;24;0,0173
C65Z;Bösartige Neubildungen des Auges;12;2,4167;3,3967;7;0,5833;1;0,0833
C66Z;Augenerkrankungen bei Diabetes mellitus;559;1,6082;1,8036;471;0,8426;8;0,0143
D01A;Kochleaimplantation, bilateral;0;0,00;NULL;0;0,00;0;0,00
D01B;Kochleaimplantation, unilateral;10;3,40;1,2649;1;0,10;0;0,00
D02A;Komplexe Resektionen mit Rekonstruktionen an Kopf und Hals mit komplexem Eingriff oder mit Kombinationseingriff mit äußerst schweren CC;3;28,00;28,00;0;0,00;1;0,3333
D02B;Komplexe Resektionen mit Rekonstruktionen an Kopf und Hals ohne komplexen Eingriff, ohne Kombinationseingriff mit äußerst schweren CC;40;5,675;4,4629;21;0,525;0;0,00
D03A;Operative Korrektur einer Lippen-Kiefer-Gaumen-Spalte oder plastische Rekonstruktion der Ohrmuschel mit Knorpeltransplantat, Alter < 1 Jahr;37;3,7838;2,2624;6;0,1622;0;0,00
D03B;Operative Korrektur einer Lippen-Kiefer-Gaumen-Spalte oder plastische Rekonstruktion der Ohrmuschel mit Knorpeltransplantat, Alter > 0 Jahre;77;3,4156;2,3639;23;0,2987;2;0,026
D04Z;Bignathe Osteotomie und komplexe Eingriffe am Kiefer oder Rekonstruktion der Trachea oder plastische Rekonstruktion der Ohrmuschel mit mikrovaskulärem Lappen;606;4,868;2,0187;4;0,0066;4;0,0066
D05A;Komplexe Parotidektomie;188;3,3723;1,6153;18;0,0957;4;0,0213
D05B;Komplexe Eingriffe an den Speicheldrüsen außer komplexe Parotidektomien;547;2,936;1,5256;68;0,1243;8;0,0146
D06A;Eingriffe an Nasennebenhöhlen, Mastoid, komplexe Eingriffe am Mittelohr und andere Eingriffe an den Speicheldrüsen, Alter < 6 Jahre;122;1,8279;1,2707;73;0,5984;0;0,00
D06B;Eingriffe an Nasennebenhöhlen, Mastoid, komplexe Eingriffe am Mittelohr und andere Eingriffe an den Speicheldrüsen, Alter > 5 Jahre und Alter < 16 Jahre oder Alter > 15 Jahre, mit komplexer Prozedur oder komplexer Diagnose;1775;2,9865;1,6825;316;0,178;55;0,031
D06C;Eingriffe an Nasennebenhöhlen, Mastoid, komplexe Eingriffe am Mittelohr und andere Eingriffe an den Speicheldrüsen, Alter > 15 Jahre, ohne komplexe Prozedur, ohne komplexe Diagnose;27012;2,7794;1,3057;3987;0,1476;286;0,0106
D08A;Eingriffe an Mundhöhle und Mund bei bösartiger Neubildung mit äußerst schweren CC;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
D08B;Eingriffe an Mundhöhle und Mund bei bösartiger Neubildung ohne äußerst schwere CC;91;2,6813;1,9083;33;0,3626;0;0,00
D09Z;Tonsillektomie bei bösartiger Neubildung oder verschiedene Eingriffe an Ohr, Nase, Mund und Hals mit äußerst schweren CC;68;3,9265;2,4636;15;0,2206;0;0,00
D12A;Andere aufwändige Eingriffe an Ohr, Nase, Mund und Hals;253;3,4743;2,1539;45;0,1779;3;0,0119
D12B;Andere Eingriffe an Ohr, Nase, Mund und Hals;3102;2,9803;1,693;695;0,224;33;0,0106
D13A;Kleine Eingriffe an Nase, Ohr und Mund mit komplizierender Diagnose;66;2,6364;1,7244;28;0,4242;0;0,00
D13B;Kleine Eingriffe an Nase, Ohr und Mund ohne komplizierende Diagnose;3591;1,2938;1,0279;3114;0,8672;30;0,0084
D15A;Tracheostomie mit äußerst schweren CC oder Implantation einer Kiefergelenkendoprothese;4;6,75;4,5735;2;0,50;0;0,00
D15B;Tracheostomie ohne äußerst schwere CC;18;8,6667;4,4325;2;0,1111;0;0,00
D16Z;Materialentfernung an Kiefer und Gesicht;526;2,2243;0,9315;141;0,2681;3;0,0057
D19Z;Strahlentherapie bei Krankheiten und Störungen des Ohres, der Nase, des Mundes und des Halses, mehr als ein Belegungstag, mehr als 10 Bestrahlungen;39;21,3333;14,7565;8;0,2051;4;0,1026
D20Z;Andere Strahlentherapie bei Krankheiten und Störungen des Ohres, der Nase, des Mundes und des Halses, mehr als ein Belegungstag;89;5,3258;4,242;0;0,00;4;0,0449
D22A;Eingriffe an Mundhöhle und Mund mit Mundboden- oder Vestibulumplastik;67;2,4776;1,8858;30;0,4478;1;0,0149
D22B;Eingriffe an Mundhöhle und Mund außer bei bösartiger Neubildung ohne Mundboden- oder Vestibulumplastik;819;2,0562;1,5117;433;0,5287;23;0,0281
D23Z;Implantation eines Hörgerätes;5;4,00;0,00;0;0,00;0;0,00
D24A;Komplexe Hautplastiken und große Eingriffe an Kopf und Hals mit äußerst schweren CC oder mit Kombinationseingriff ohne äußerst schwere CC;12;14,9167;3,8954;0;0,00;0;0,00
D24B;Komplexe Hautplastiken und große Eingriffe an Kopf und Hals ohne äußerst schwere CC, ohne Kombinationseingriff;121;7,1983;5,4477;15;0,124;5;0,0413
D25A;Mäßig komplexe Eingriffe an Kopf und Hals bei bösartiger Neubildung mit äußerst schweren CC oder Strahlentherapie mit operativem Eingriff;3;10,00;4,3589;0;0,00;0;0,00
D25B;Mäßig komplexe Eingriffe an Kopf und Hals bei bösartiger Neubildung ohne äußerst schwere CC;125;5,216;4,1145;16;0,128;4;0,032
D25C;Mäßig komplexe Eingriffe an Kopf und Hals außer bei bösartiger Neubildung mit äußerst schweren CC;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
D25D;Mäßig komplexe Eingriffe an Kopf und Hals außer bei bösartiger Neubildung ohne äußerst schwere CC;463;3,3477;2,4437;108;0,2333;4;0,0086
D28Z;Monognathe Osteotomie und komplexe Eingriffe an Kopf und Hals oder andere Eingriffe an Kopf und Hals bei bösartiger Neubildung oder Rekonstruktion mit Gesichtsepithesen;1320;3,4242;1,8124;127;0,0962;4;0,003
D29Z;Operationen am Kiefer und andere Eingriffe an Kopf und Hals außer bei bösartiger Neubildung;245;3,1388;1,8257;48;0,1959;6;0,0245
D30A;Tonsillektomie außer bei bösart. Neubildung oder versch. Eingr. an Ohr, Nase, Mund u. Hals ohne äuß. schw. CC, mit aufw. Eingr. od. Eingr. an Mundhöhle u. Mund außer bei bösart. Neub. oh. Mundboden- od. Vestib.plastik, Alter < 3 J. od. mit kompl. Diagn.;3913;2,4572;1,5269;1305;0,3335;56;0,0143
D30B;Tonsillektomie außer bei bösartiger Neubildung oder verschiedene Eingriffe an Ohr, Nase, Mund und Hals ohne äußerst schwere CC, ohne aufwändigen Eingriff, ohne komplexe Diagnose;37573;3,7536;1,7694;5100;0,1357;470;0,0125
D33Z;Mehrzeitige komplexe OR-Prozeduren bei Krankheiten und Störungen des Ohres, der Nase, des Mundes und des Halses;2;9,00;5,6569;1;0,50;0;0,00
D35Z;Eingriffe an Nase und Nasennebenhöhlen bei bösartiger Neubildung;30;3,3667;2,8465;8;0,2667;0;0,00
D36Z;Sehr komplexe Eingriffe an den Nasennebenhöhlen;629;3,256;1,7916;118;0,1876;7;0,0111
